Company_Name,Month,Revenue,COGS,Operating_Expenses,Depreciation_Amortization,Accounts_Receivable,Accounts_Payable,Change_in_Inventory,Taxes_Paid,CapEx,Asset_Sale_Proceeds,Investments_Bought,Investments_Sold,Debt_Raised,Debt_Repaid,Interest_Received,Interest_Paid,Equity_Issued,Dividends_Paid,Net_Cash_Flow
Bharti Airtel,01-04-2022,1765141390,1140539535,322374975.8,2421012.5,,150584721.9,-26493.61,75556719.91,41741996,13552664,33872374,20671672,,33891894,126177.19,8810381,2430630,7463131,137545349.7
Bharti Airtel,01-05-2022,1934793406,1217193393,294746692.7,1072582.34,,225697902.8,-46111.1,105713330.2,94963948,1417158,18613148,30566254,77141378,54048082,73721.8,455433,8478748,18292770,312687684.6
Bharti Airtel,01-06-2022,1775056960,787411731.1,267269748.5,1795323.83,99765552.9,101383386.3,-84751.57,180093870.1,66566527,15111500,13028847,34806093,85000180,7816184,135273.53,14948678,8704225,21247972,595604009.4
Bharti Airtel,01-07-2022,904180581,628594888.3,162434629.9,1929838.96,,106743776.5,-20556.84,28287765.7,31076407,3094510,9550788,15754666,420888,8295953,111517.24,5570090,190285,2211130,63506166.11
Bharti Airtel,01-08-2022,1046867188,524073734.1,123224879,1250293.79,,152499282.4,51275.24,99892143.62,34562246,8992719,9541399,12299695,23100902,10832477,53504.93,9136556,6594244,13811224,299966101.8
Bharti Airtel,01-09-2022,977706425,661643547.7,104881985.1,938987.1,76319843.05,83098970.03,-51361.35,52795223.05,14827122,21650,1404962,2913293,10727797,15809068,12155.11,8594859,6825687,,155816325.1
Bharti Airtel,01-10-2022,1292224003,800224062.6,183497230.5,1600904.21,139348237,172203292.1,3432.57,77125677.57,44235002,6730419,6605949,21173424,17488932,19544473,68693.61,7542242,11224231,,225928856.7
Bharti Airtel,01-11-2022,1107943904,574801618.7,125531130,1940599.95,72984338.15,160571330.4,-10835.4,101902788.9,30842723,1968921,3401447,11038804,30742424,12176872,2833.34,5515328,8798834,22147135,315214345.6
Bharti Airtel,01-12-2022,782415479.3,466922863.2,93797067.8,878075.33,63767683.66,56694016.54,1927.55,55423887.06,36401009,360306,14087470,7565991,19501490,14041769,131326.41,1594502,3933233,1488303,143210969.2
Bharti Airtel,01-01-2023,1664510724,922059917.9,188173696.3,2523812.82,156553751.8,136041373.2,52113.09,138569277.4,41167592,4856436,26805851,23834000,27992091,46712769,79619.99,13006360,11333689,,404416916.3
Bharti Airtel,01-02-2023,1900466006,1296958338,223192488.9,1972590.45,184658682.7,112397739.1,-86932.97,95078794.88,21933445,14931903,15705328,9758579,4791164,1612119,150741.79,15516706,6277120,37771235,277079257.7
Bharti Airtel,01-03-2023,1893559301,1217650141,270717129.5,892566.54,236668389.8,267567781.3,-45991.52,101298007.8,60265897,4714386,35951072,13626273,,40549223,68591.88,8246673,7421473,35471228,149172062.3
Bharti Airtel,01-04-2023,1157601513,522713618.2,175732880.9,1160464.45,82652132.03,90673121.06,44741.44,114788753.5,53184962,4297084,14074334,19923459,37597374,17630375,36785.45,3898888,895596,7648392,338924881.5
Bharti Airtel,01-05-2023,1377599337,784373641.5,229098517.3,2802973.14,162428137.2,,24714.9,91031794.45,67782690,6626924,6045001,22654140,25646174,34050664,18379.86,3634183,7602242,,254194930.4
Bharti Airtel,01-06-2023,989301970.5,457885289.8,140111156,2559494.73,84740770.06,139662319.2,100244.57,97826381.17,48714979,9419059,18907334,420993,36955893,19038007,23271.26,8634939,4601318,13430428,272652775.5
Bharti Airtel,01-07-2023,1870460245,821534565.3,312686496.3,1477071.68,229937511.1,201085806.4,-67630.76,184059795.9,50320976,14843466,19729269,3291987,47538500,32880341,138700.94,15189458,14255470,9179279,547803095.8
Bharti Airtel,01-08-2023,1752458252,797095150.4,342831985.2,2263893.66,153633886.3,,26950.73,153132779.2,83081293,5462610,2098729,24014526,85706924,51282950,3453.72,16465417,1120803,26070936,489402375.6
Bharti Airtel,01-09-2023,731035016.5,434028291.9,110427986.4,932815.34,45320730.9,59364725.22,5041.05,46644684.55,31022992,5780554,8774821,5297340,33971122,2996244,68832.87,4346421,877751,5359462,145185256.7
Bharti Airtel,01-10-2023,1669655460,1021014803,290850262.7,1285538.73,,125610640.7,67116.82,89447598.39,75400804,7008642,20598517,10557676,68417030,27260928,66807.88,12109530,12321231,22969573,258326822.2
Bharti Airtel,01-11-2023,1016916706,626537839.2,153667670.4,934948.06,112299432,97715357.28,92366.46,59177799.09,12677331,3319343,6174943,12032002,26902899,17946286,101556.01,171277,7351548,1361212,200935367.3
Bharti Airtel,01-12-2023,1955851543,810033539.9,383623972.3,1017921.78,230626692.9,221280345.2,81266.04,190548507.8,52575937,17650636,6002024,31301473,37967335,10723679,98437.01,19343036,14116095,22611827,599987006.4
Maruti Suzuki,01-01-2021,3249433744,1463018301,475260082.5,1131024.38,173281894,202078412,46753.64,327788840.1,73774745,23876133,2705421,60084615,93437274,22575489,50755.74,13106384,25572708,29619149,1084284376
Maruti Suzuki,01-02-2021,3065017289,2010567792,512944919.6,862531.16,195352477.1,238111988.8,24184.12,135376144.5,94271794,9080961,38435971,55296596,35882465,9878917,132300.11,29567568,15234022,,373680690.4
Maruti Suzuki,01-03-2021,2864959026,1886927458,316694085.2,766541.52,301916097.8,290214433.2,-87206.32,165334370.7,29263691,449813,41781921,49669558,12234908,60598522,26623.3,21924717,5121632,22673937,487311779.1
Maruti Suzuki,01-04-2021,2948218022,1510806888,478003616.6,1800610.21,359304670.6,180019253.5,-74728.07,239851879.4,48123303,16228027,42757701,29873750,1120113,10201961,17117.94,4592087,5093388,13053367,675896524.2
Maruti Suzuki,01-05-2021,4501662387,2844848280,752492366.9,1607539.5,239363514.2,465907054.5,-28402.16,226080434.9,206927090,19179330,62200055,35324049,,19625255,70702.17,5369337,30687424,49402947,419907423.6
Maruti Suzuki,01-06-2021,3734256123,1858779769,729689429.3,1644787.85,232225733.7,193537185.3,13454.4,286446731.2,162477940,26408346,2568101,59686581,51629424,63640087,1770.2,27207039,24423854,43426742,832018503.6
Maruti Suzuki,01-07-2021,4312728539,2419925437,793541085.3,1214279.34,361977154.6,,60524.99,274815504.1,52270874,33935757,76310998,34517976,136643790,8209517,92344.53,41049527,42548791,10127222,900962163.4
Maruti Suzuki,01-08-2021,4008232382,1809969253,591826121.3,1258640.1,496171236.5,256126933.1,26509.33,401609251.9,51125005,39344665,50596687,10589887,146897066,61766928,110810.26,30601080,26226362,56656406,1299937682
Maruti Suzuki,01-09-2021,3877111973,2068966055,617322065.1,1234007.16,465616088.2,269177637.5,-57702.77,297705963.1,80436735,14367204,74394251,65242949,,88988447,89343.89,21277544,21085523,30548096,698168492.4
Maruti Suzuki,01-10-2021,3538875599,2424998926,428167719.9,1049072.77,269279619.5,520078798.7,74448.5,171427238.3,87342966,31009388,39412278,44150968,79268932,69574460,54061.45,15842433,4405113,64134752,541955758.9
Maruti Suzuki,01-11-2021,4816562160,2841670336,698537573.2,395114.1,496640298.2,600007657.2,73707.33,319088562.6,105893934,1861663,38918430,76549162,28075910,33604200,122595.28,28621824,5167373,65094835,918940058.7
Maruti Suzuki,01-12-2021,4267511628,1876342135,510688079.7,1860832.82,314721858,341357227.9,6591.72,470120353.3,119104363,30904375,36850216,80539150,39989821,49382042,24714.82,40976667,4134608,24309567,1405839827
Maruti Suzuki,01-01-2022,3655717191,2212297608,374838451.9,425392.32,435047486.8,298343559.4,6823.7,267145282.7,142089703,10547628,61161815,71842935,117078672,55186135,9106.9,19654884,22221624,25971841,797653565.2
Maruti Suzuki,01-02-2022,2311115241,1594091035,278672976.2,2414446.17,286940235.6,241899177.9,-30709.44,109587807.5,63821990,4801436,30572695,12149321,14212972,6931344,161699.5,624913,9909801,42861039,265532466.6
Maruti Suzuki,01-03-2022,2413139662,1654493760,419386242.9,2498427.13,264825003.2,333229288.1,53697.72,84814914.78,102969420,6630604,30334030,35341284,108040722,55654323,35531.23,12925465,8139480,16819353,271153904.3
Maruti Suzuki,01-04-2022,3803240621,2152891137,494129193.4,1870162.61,354027800.5,308896116.4,-30117.36,289055072.4,125810351,16665954,73092807,54482227,177314659,14999412,87167.94,32788085,31148333,,916724899.3
Maruti Suzuki,01-05-2022,3400021645,1755226967,538366743.8,899341.19,327831429.7,380531890.4,71419.94,276606983.5,169833125,14895769,11527501,45789382,115395704,59490604,104015.43,23544531,458819,27274525,824541179.6
Maruti Suzuki,01-06-2022,4871007517,2128800574,587433782,687142.91,244009914.2,262676412,-8061.24,538693290.3,219580291,34268238,90885324,30325526,54525264,114244861,82300.97,16258427,16291969,56755475,1424733284
Maruti Suzuki,01-07-2022,3852403922,1935803437,635055132.4,1311969.69,218986321.8,538333890.9,-36565.51,320386338,104421010,13938810,15300317,57228660,80038962,18194407,80754.21,20124742,37032415,,992644118.9
Maruti Suzuki,01-08-2022,3774735623,1715788320,539918000.8,699690.09,251208570.6,455461158.8,44310.66,379757325.4,82085802,22435781,44011924,41092244,103211896,72307109,137947.03,28870249,18762620,,1179914171
Maruti Suzuki,01-09-2022,3902573623,2411109326,437596750.3,1190844.33,313288904.1,402929373.2,-65880.58,263466886.7,47257427,29348355,42972556,20346985,104272980,100692181,78798.42,33201272,4590723,38144196,854138997
Maruti Suzuki,01-10-2022,3524098104,2068694465,564725856.5,1358869.6,348810250,362508678.8,7984.15,222669445.5,129483423,15838516,39781091,43189769,2781652,102754515,89243.81,32121967,29383132,45327209,560553759.4
Maruti Suzuki,01-11-2022,4077944885,1716471547,772120013.1,2213415.36,,,19415.59,397338331.3,200536145,11842981,23463157,80486076,160069163,15020117,43421.77,35211819,36345673,,1220413912
Maruti Suzuki,01-12-2022,3112741950,2153203189,472517475.1,2230916.03,346817426.3,229287617.2,-24329.91,121755321.5,94469970,28500768,31243706,7517201,53239735,658139,76823.14,19747640,15860467,40147295,328809992.5
Maruti Suzuki,01-01-2023,3306017133,1894487912,370012889.9,550807.55,177354942.5,182738097.6,19764.74,260379082.6,126106824,303446,36925916,1398558,1717479,26964256,34379.93,1045716,3823873,53293585,621523990.7
Maruti Suzuki,01-02-2023,3536353538,1767214908,465219041.8,883884.5,214523558.1,306530530.8,91371.73,325979897.1,160955429,4170163,5688505,9190617,71414944,30245806,189328.43,14389772,6805080,16990019,896071481.3
Maruti Suzuki,01-03-2023,3002147649,1487299621,577805882.8,1486818,166986745.9,295901969.2,-13471.88,234260536.2,58156956,1931375,4243460,35859865,5926069,20997458,155093.47,6739202,2087001,53013370,684098501.6
Maruti Suzuki,01-04-2023,4182966363,2430152530,451641183.3,1650349.95,494892726.1,599237835.5,35160.39,325293162.5,98374006,9057483,4790287,17030294,82555815,117809405,127350.07,3101883,22176072,715295,981358786.5
Maruti Suzuki,01-05-2023,2932809725,1445603949,352463591.2,1260697.15,413182005.3,369651357.5,13706.92,283685546.3,115864704,4861282,17572094,2053262,,27707220,21129.44,24963781,23226944,25392003,669698324.9
Maruti Suzuki,01-06-2023,3813845732,2032203164,704520055.5,1130350.78,269259674.4,553806880.4,-63900.61,269280628.1,164263478,14758076,73244926,12523855,,23212905,112911.24,13663640,37697835,35757963,562678738.3
Maruti Suzuki,01-07-2023,4039358787,2085891861,739027281.7,1375022.94,255972411,579807334.4,7458.9,303609911,46506687,33389158,16468585,2417209,157752394,2925609,23249.4,29073829,15041716,,1041413222
Maruti Suzuki,01-08-2023,3155536413,1322606379,437743313.5,2274708.24,247004490.2,253859882.8,83901.42,348796680.2,92530471,19151710,9244561,504655,129605607,33791256,110117.5,28823766,9456587,19926625,1093876981
Maruti Suzuki,01-09-2023,4086772190,2034665545,717715758.3,1286326.23,365257365.7,452900743.5,69903.62,333597721.8,71248181,35086769,44854299,41151145,184196723,80227396,68591.99,34333537,23874281,50551974,1145125322
Maruti Suzuki,01-10-2023,4823428526,2148947739,770691275.1,1801708.46,561803630.7,443434512.3,-43316.67,475947378,106635485,4569146,19248072,19916998,27543766,31581057,23719.05,18125271,26021607,21872886,1353988487
Maruti Suzuki,01-11-2023,4211353931,2834152957,723199755.1,601633.19,455698030,546551484.6,9000.88,163500304.7,68155421,16162243,5914063,27308991,193040861,47463403,112485.08,28834717,29754050,41516245,652943525.1
Maruti Suzuki,01-12-2023,2502023187,1313935684,469817255,2494472.46,176141082.2,331884521,42021.19,179567561.9,68841437,13294235,47553428,41347022,11811984,2821105,93080.01,15099940,10289554,34480541,488761061.7
Hindustan Unilever,01-01-2021,3785214884,1524923046,407024699.1,9346702.18,331528978.7,,-116063.36,463316784.7,68527146,16102153,70783017,71857448,,54701945,83881.2,31054217,20395529,34938842,1238300317
Hindustan Unilever,01-02-2021,3297695535,2076758480,355891638.6,2212850.15,180403197.5,171298151.6,-29764.41,216261354,38534776,29133278,35040051,52170172,84008106,38676626,96623.14,9670115,31128881,45153952,740520791.1
Hindustan Unilever,01-03-2021,3846903957,2126941408,734322188.5,3045762.72,494400205.2,379845721.5,-361967.23,246410090.1,72277514,21614718,38478806,65819539,123241141,66318360,127302.84,24682651,9402999,15025940,839149348.4
Hindustan Unilever,01-04-2021,4121186571,2363758260,446148184,5469397.95,269740245.5,387211417.8,158134.59,327820031.8,86137790,6017004,37763126,50829267,16995763,92826283,569230.59,37976172,27250644,14931127,933401213.3
Hindustan Unilever,01-05-2021,2077310893,1415255156,348926903.3,8587727.69,222309996.1,230622226.3,100793.55,78282208.46,41695790,2593050,32779182,12411137,53445182,3600957,316340.48,9468740,13889958,33510865,228821022.4
Hindustan Unilever,01-06-2021,2484267768,1090015064,262771207,3364596.56,334137054.8,138883025.4,-36240.85,282870374.3,117889656,20291890,42976919,32083981,60868420,65141905,363093.11,19851177,16925394,,800988838.9
Hindustan Unilever,01-07-2021,3161363782,1491827764,326375762.9,4804280.31,264240532.7,320520091.4,67105.48,335790063.7,97734111,26336466,42333548,56280139,,83922240,449511.08,19156,24193456,2570348,887600849.1
Hindustan Unilever,01-08-2021,4205923552,2748315634,454073642.1,7312048.1,507636600.7,485509296.2,75140.04,250883569.1,70863295,41972817,54158919,84084190,131057405,16077985,83819.44,27540987,20509733,53622714,884742905.2
Hindustan Unilever,01-09-2021,4143486736,2090039293,785421007,4043718.64,,390912740.9,23334.25,317006609.1,77929406,18827457,72043213,1156245,72035486,100822294,127033.43,9011603,20540069,54381878,893066396.3
Hindustan Unilever,01-10-2021,4477500076,2746265834,450793162.3,6673382.23,565891757.6,,-71092.03,320110269.9,170897433,30978633,60322781,68826219,196884601,129313094,461949.23,40403261,11631400,,1025800049
Hindustan Unilever,01-11-2021,5004129866,2419398200,698285424.2,6738053.43,594085291.8,657939826,17427.11,471611560.5,232111926,30941169,1399298,37701845,223960917,67891273,212225.4,41430578,43660866,27607548,1473927388
Hindustan Unilever,01-12-2021,2331164218,1432755056,296324133.8,5199568.35,293803205.3,284964168,57422.67,150521257.2,55059618,5681868,31369938,1255959,96538085,33099267,20232.55,18890903,6620090,14012674,468610127.5
Hindustan Unilever,01-01-2022,3153893371,1997418618,586095239.7,8782342.55,424155792.3,271132505.3,-114201.82,142594878.2,145847448,1435367,58643696,60260706,45664080,60409832,199048.06,3246849,8654584,51936844,330653643.5
Hindustan Unilever,01-02-2022,3066090284,2019521534,556830311.9,6036555.55,454979088.5,432240142.1,-9091.46,122434609.6,65193868,12856870,24478732,27535144,27845100,68427019,474619.09,984588,4449399,20779977,345868342.7
Hindustan Unilever,01-03-2022,3844446038,2135527941,662096685.7,7865042.95,,402467818.1,-262093.52,261705352.9,154235423,13412513,30613058,60595786,50543852,99865414,392872.14,33391685,17750431,44280248,724819728.6
Hindustan Unilever,01-04-2022,4245353116,2599371024,469626832,7529662.17,,555274071.8,-123555.97,294088815,118751984,14632787,4934990,81209083,,93736796,75614.38,24835123,22499093,7760004,750588511
Hindustan Unilever,01-05-2022,3124410955,1498261205,447418947.8,3908344.48,468364667.4,225059879.9,169812.2,294682700.5,71903068,11813685,29678949,21004450,9137819,45893516,183975.32,27159208,6524367,55670586,824422038.5
Hindustan Unilever,01-06-2022,4357598108,1889973565,457246685.7,6544033.92,330079000.1,276995720.7,106302.05,502594464.3,86732001,36654266,43199013,50235844,23548374,37118939,296690.33,4299489,3182132,70549727,1488290863
Hindustan Unilever,01-07-2022,4432351262,2353699724,648896414.5,5202385.79,571372677.7,,13148.87,357438780.7,169824450,38738016,39466425,53515466,,18295776,262531.44,35448852,7069222,24435422,884168121.2
Hindustan Unilever,01-08-2022,4793915194,2693016970,601681147.8,3610794.21,607809176.4,600099709.2,5710.81,374804269,159031458,37357506,79643698,14036865,59658449,7467133,571428.14,26708927,35332676,62622472,996790471.1
Hindustan Unilever,01-09-2022,3270406409,2222057024,437655913.2,3110972.98,,484361860.9,-164626.88,152673368,56587204,15983597,18856153,45684412,159910892,51686745,509188.45,18832613,9636094,10815723,604155648
Hindustan Unilever,01-10-2022,2091260297,1382132261,395422220,8823169.81,198468498.9,200615371.6,123395.54,78426453.97,83057262,9297729,10528922,37621413,4467801,44152505,220922.55,10514237,18960741,693464,193080120.9
Hindustan Unilever,01-11-2022,2317764071,1365892711,237567127.9,8629597.78,282935280.5,235026693.3,-116765.34,178576057.8,74733269,2336798,29550065,18935560,,13395337,476258.21,18511644,3822069,43986723,380645562.5
Hindustan Unilever,01-12-2022,2291557821,950312221.6,360409402.8,7027123.23,302370065.7,189451997,171380.17,245209049.1,48102978,12061944,11151870,44667482,103993559,13911580,320596.07,3665842,11126576,2791338,837095284.4
Hindustan Unilever,01-01-2023,4814655026,2108015059,543987174.9,5627757.69,566297676.2,654119083.4,-133764.57,540663198.2,156519670,14375753,55127465,51111605,69022844,1507394,411715.54,36534277,2712188,42197305,1544852662
Hindustan Unilever,01-02-2023,2318915140,1273475748,452259646.1,2423770.46,185498947.5,120390627.4,-66036.99,148294936.3,111111711,7567476,9335411,3486444,,44038638,19236.44,5509165,4873014,17245514,273571303.9
Hindustan Unilever,01-03-2023,1916128862,1202740769,287538039.7,9797796.4,270516220.1,123899681.6,206997.54,106462513.4,33675706,19119310,2192271,30183393,86731456,20733774,505725.95,5236441,11420970,26367812,419553722.2
Hindustan Unilever,01-04-2023,3209559868,2085925950,467891220.6,10767989.92,243593270.9,442516951,-22440.33,163935674.3,71468558,8214372,42090671,1343054,77831169,3159016,506995.41,18503550,20130246,18624415,465636389
Hindustan Unilever,01-05-2023,3274914208,1379758121,595480210.6,4928382.63,273678816.7,351916450.6,217130.66,324918969,96246949,4589369,56953426,61539904,70366847,74010930,206924,22851093,30297815,,958052651.9
Hindustan Unilever,01-06-2023,3211253240,1625598588,531725980.4,6278106.75,333095486.8,378004410.5,-166396.89,263482167.9,145590547,24363,16037478,8783406,69154854,38733084,590268.26,1385049,10487380,39121680,706781101.8
Hindustan Unilever,01-07-2023,2531602399,1017836376,371390595,9656428.97,300159881.2,183864544.1,151705.68,285593857,54551152,6130158,7219155,40371713,57033458,20884776,289619.08,23770234,16948452,19787345,898546592.9
Hindustan Unilever,01-08-2023,3381982939,1452573429,490142179.1,6274611.78,487173694.8,491346111.7,-51720.24,359816832.5,46006357,22876131,20549731,2942609,77297672,92044861,562598.49,25590456,15901724,35127164,1116010821
Hindustan Unilever,01-09-2023,4800227557,2822658631,550152431.7,5261140.15,635071821.6,352831749.6,-289037.73,356854123.5,165173744,47474562,9850941,76067689,193061183,72639916,251183.95,6321001,14235345,27294649,1212141119
Hindustan Unilever,01-10-2023,3084726030,1862144844,381518170.5,4356583.06,180136452,391766754.2,49332.44,210265753.8,53074080,12598645,17675844,37315486,136614444,32121887,386704.1,10944125,26235458,27509277,746575912.4
Hindustan Unilever,01-11-2023,2321757182,1612263014,378372959.2,5597985.36,212710325.7,154754058.1,-66419.31,82780302.17,98065102,21138082,35858742,32096726,976264,32507324,374146.69,12869365,8323880,7299243,168628134.5
Hindustan Unilever,01-12-2023,4030944573,2469256129,698108301.2,1922491.38,271671034.3,347151419.9,181967.12,215895035.8,93146793,145693,35204166,12076798,84771701,15244854,191324.37,12881730,13542914,24840217,616328340.4
Asian Paints,01-01-2021,3926843639,1863833606,750112212.1,960246.45,256978835.5,442465164.7,62244.6,328224455.3,162968583,4494893,76127930,52299741,103108209,6504938,10390.03,7131390,3787132,32281467,905479696
Asian Paints,01-02-2021,4762824569,2994427643,544808145.7,1141810.8,242246308.2,247653985.9,2206,305897195,151144430,9749181,77375359,52092849,32053929,2337180,97458.19,3485862,21012256,22306770,783067755
Asian Paints,01-03-2021,2604115719,1226580541,423957972.5,1073634,346331660.1,238440070,169705.74,238394301.4,61691226,19565518,32798988,42899050,45464342,58601489,48685.11,4859633,4468852,7742237,728621600.1
Asian Paints,01-04-2021,2594967048,1751672305,467306362.9,1201400.83,246815119,316248443.7,193861.33,93997095.06,127892864,2364840,34325575,40252379,20683593,1461433,104507.01,3348549,15460301,31275157,183073658.2
Asian Paints,01-05-2021,2533455588,1126959273,488940611.6,2082884.03,242883683.3,172688293.5,-2808.05,229388926,116154833,7389434,16868872,35717198,353153,40278936,120398.11,20230924,16720097,,598602858.1
Asian Paints,01-06-2021,4724846095,2784517685,810263118.8,1261821.95,439337295.7,381031592.5,46160.79,282516322.7,153389591,31805572,35160184,46708163,,20909659,104864.25,22009406,27609116,75029201,647173778
Asian Paints,01-07-2021,2882681849,1786639539,485652665,1912249.38,205270365.8,,-40133.19,152597411.3,28975287,10726030,20947771,15774046,84402474,18868041,52212.9,8908720,20067519,11092722,518771725.9
Asian Paints,01-08-2021,2882264301,1715045161,502096912.5,768006.3,153196107,179163064.8,154449.71,166280556.9,63548008,18168665,36073361,40158600,84745814,38761620,11052.49,26833656,27423552,,542293380.6
Asian Paints,01-09-2021,2533033866,1703030538,275446360,2185931.13,363868625.6,335762464.4,-84438.62,138639241.9,68540781,24046839,46287149,35408597,27413661,33931656,48767.25,14500948,13767748,12821090,387958892.8
Asian Paints,01-10-2021,3357479470,2310315307,350718307.6,1886648.76,,172579319,-118208.29,174111463.9,52294130,11328513,41648998,24088676,43626004,57042308,12801.01,821939,27650908,24247612,507434456.7
Asian Paints,01-11-2021,3940084666,2544389514,605404098.9,1535111.78,,280941953,-136384.45,197572763.4,177715494,24335160,77571362,53833309,44660996,96339937,44280.89,7872277,2604902,13739212,460260899.3
Asian Paints,01-12-2021,2861050075,1791139461,324005525.7,662725.68,,299336677.5,77194.55,186476272.1,74459959,16843083,88780,40951660,2695145,53273126,65005.99,9262680,23569325,48511231,545369965.2
Asian Paints,01-01-2022,1903389070,1117177762,258112367.6,636825.77,245330475,,-30432.76,132024735.2,80030304,3120452,5615829,32455887,56479049,23081937,83805.42,7738672,9851025,31012614,402483460.5
Asian Paints,01-02-2022,2602710010,1633618111,287806767.2,916577.23,261869026.6,342158779.2,86896.69,170321282.9,50913650,24504376,9071594,19065229,,19126034,29141.92,3415398,21599671,13539916,480066532.8
Asian Paints,01-03-2022,4374156921,2395193879,687955375.8,650165.49,322960282,,97083.36,322751916.3,162978722,25428563,56139459,41149257,99504471,50599764,46827.51,35324762,32417532,42307805,915219859
Asian Paints,01-04-2022,4004298546,1960296062,669663615.7,1220829.7,331860297.4,311579342.1,63811.59,343584717.1,127078848,12297281,60655240,33427892,90837820,80788389,110387.21,21063635,20787302,,979583056.4
Asian Paints,01-05-2022,2955788737,1345088517,538225250.2,1300374.83,274558601.6,203649605.4,38500.08,268118742.4,31908763,7031401,8169183,28539152,82493325,67087779,126239.26,16378623,27397561,36422127,882342159.1
Asian Paints,01-06-2022,2168087732,1042682692,369094978.2,1006816.5,251260078.9,322855433.5,-6199.72,189077515.4,86308480,8910005,792425,22113746,62624669,18343988,48908.92,3001179,16829282,36025578,573780061.2
Asian Paints,01-07-2022,3035644865,1749860507,506031587.8,1409008.62,212711534.3,418965962.8,146397.73,194938192.5,62554698,4197739,10325121,48025683,57338099,18248067,124047.54,17490133,15055665,11324581,621496279.5
Asian Paints,01-08-2022,2584110253,1125126276,453909087.1,1043413.94,153818887.3,136304208.9,148028.22,251268722.4,26234288,5972872,37309922,12923274,74180286,70413163,15418.27,4959691,6532930,14808756,783338389.1
Asian Paints,01-09-2022,2669977083,1463264919,513483047.6,1392691.24,137731259.7,,96514.38,173307279.1,85740606,20030723,19653453,4973064,73956984,76534130,11974.79,17257890,5320804,,513488549.3
Asian Paints,01-10-2022,2691630477,1502205126,420323537,1027784.03,180558261.7,187792448.4,-147051.05,192275453.5,54048977,18498958,33295260,30033744,62345869,67413407,71069.97,3112261,1456498,50238807,600360694.6
Asian Paints,01-11-2022,2086511846,932160561.7,259445775,1299633.28,280050311.9,147997553,-200639.49,223726377.4,63910649,6663143,665979,5446342,81635284,59227809,64452.75,7806421,20861673,7104627,700347273.2
Asian Paints,01-12-2022,2300719683,1533718973,389400030.3,1151852.52,171065028.4,329384661.5,-272074.27,94400169.92,70620092,9954657,19626311,30821478,13924414,65758489,128877.7,12768696,6779617,9587718,247654655.8
Asian Paints,01-01-2023,4394101400,3017741200,470346970.2,1096648.18,375665438.7,440807098.2,-135358.82,226503307.4,200027953,17007812,4993899,78376670,37677422,15905769,62241.73,14299385,12494418,82519279,607549974.1
Asian Paints,01-02-2023,2688557162,1514297023,467945934,1557782.8,337931967.2,297546977.2,68609.87,176578551.4,72143090,116908,2343145,45318936,124237389,72469542,129119.06,9029750,25403726,,624922652.2
Asian Paints,01-03-2023,5017575891,3498377559,944720810.8,1949924.15,488205414.5,511634702.9,166637.12,143619380.5,63387250,25813096,3764993,84196043,188641077,149794410,109697.58,26589095,38172651,56798428,662356114.4
Asian Paints,01-04-2023,4956688041,3135226823,803943441.1,1140280.94,548602711,668890132.2,-23623.63,254379444.1,226535710,29999852,667538,38161887,52344986,112130282,90853.72,38427123,18839840,29811197,656441809.2
Asian Paints,01-05-2023,3786881212,2360662574,743907131.3,2439659.76,461193122,,143689.35,170577876.6,84417533,26846488,53878082,27644667,89153462,62950317,81725.07,24944791,8971541,7188106,517082631.7
Asian Paints,01-06-2023,4378868021,2245733733,598740365.6,1044832.96,449248465.7,573106003.4,255436.54,383598480.8,102381096,37064366,64853869,62179635,,83491791,37670.92,16984796,29908080,20549596,991686375.3
Asian Paints,01-07-2023,4071044539,1722121128,580652153.3,476774.94,383628962,,265620.42,442067814.2,53236245,10520770,80470704,27127984,177895640,48825789,65306.14,29397621,7016611,37391910,1408040888
Asian Paints,01-08-2023,4297291642,2575991695,474945075.7,1460473.75,503651072.8,,-37084.89,311588717.7,97728039,37916294,33850844,48341834,44514743,10774240,52115.31,11275833,28398684,31601658,933960141.2
Asian Paints,01-09-2023,4286060816,2409476819,624995447.8,1716399.11,619343114.7,503016311.5,-737.79,312897137.4,53165411,20324696,44439681,4528268,18999710,77161564,19202.68,29696625,17264923,83978171,884938994.3
Asian Paints,01-10-2023,4963942794,2272529389,797400878.9,450361.1,584486073.2,,-86661.06,473503131.5,181072889,29780052,81406572,64898078,44107492,130414831,10496.2,29300601,29140356,74825356,1296815555
Asian Paints,01-11-2023,4707256847,3283544838,595989534.5,1423837.91,627567556.9,436264032.5,-8848.59,206930618.7,149014207,31849424,36586547,690778,37598496,25343981,69939.38,26919721,23411915,22736538,505329800.1
Asian Paints,01-12-2023,2921822091,2010404749,485120590.8,1675091.95,298817507.6,152984257.8,-5723.63,106574187.7,61357009,18365620,10193756,13701736,89239454,36425515,77175.86,8998331,21515595,8671734,369478608.2
Kotak Mahindra Bank,01-01-2021,1589521202,876676046.6,316055717.4,879911.18,153432910.2,88733086.81,55818.34,99197359.6,68613009,3481591,27414709,5766392,2803005,43229393,64391.98,2264719,5256583,13553496,213615348.8
Kotak Mahindra Bank,01-02-2021,517264148.6,302785740.1,86168849.92,1188003.65,45450666.72,75232076.12,-12514.3,32077389.64,25856854,3270421,6466751,10315271,17563002,2427667,21817.93,4040013,563889,277834,95057257.93
